Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Autres couleurs (product.metafields.custom.autres_couleurs),Autres couleurs disponibles waffle (product.metafields.custom.autres_couleurs_disponibles_waffle),Linked colors (product.metafields.custom.linked_colors),Restock badge (product.metafields.custom.restock_badge),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Tranche d’âge (product.metafields.shopify.age-group),Caractéristiques des vêtements (product.metafields.shopify.clothing-features),Couleur (product.metafields.shopify.color-pattern),Tissu (product.metafields.shopify.fabric),Décolleté (product.metafields.shopify.neckline),Taille (product.metafields.shopify.size),Type de longueur du manche (product.metafields.shopify.sleeve-length-type),Sexe cible (product.metafields.shopify.target-gender),Type de longueur du haut (product.metafields.shopify.top-length-type),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ultra-violet-swimming-short-v2,,,,,,,,,s,,,,,,,,SWS-S-ULTV,290.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-S-ULTV,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/ezgif.com-animated-gif-maker_8.gif?v=1752148879,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ultra-violet-swimming-short-v2,,,,,,,,,m,,,,,,,,SWS-M-ULTV,300.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-M-ULTV,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3825.jpg?v=1752148879,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ultra-violet-swimming-short-v2,,,,,,,,,l,,,,,,,,SWS-L-ULTV,310.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-L-ULTV,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3836.jpg?v=1752148879,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ultra-violet-swimming-short-v2,,,,,,,,,xl,,,,,,,,SWS-XL-ULTV,320.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-XL-ULTV,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3846.jpg?v=1752148879,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-knit-copie,Yuzu Knit,"<ul>
<li>
<p class=""p1"">Colors: yellow, white</p>
</li>
<li>
<p class=""p1"">100% cotton</p>
</li>
<li>
<p class=""p1"">Front logo embroidered</p>
</li>
<li>
<p class=""p1"">Back logo embroidered with chenille detailing</p>
</li>
<li>
<p class=""p1"">Fitted collar</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > Sweaters,"",DROPSOON,true,Size,XS,,,,,,,,KNT-XS-YUZU,850.0,shopify,2,deny,manual,89.99,,true,true,,,,,KNT-XS-YUZU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/knit_arriere_yuzu_31c4cbec-ffe5-44aa-896c-77524e457c6f.jpg?v=1749655075,1,"",false,,,173,,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,kg,,,active
lavender-knit-copie,,,,,,,,,S,,,,,,,,KNT-S-YUZU,940.0,shopify,0,deny,manual,89.99,,true,true,,,,,KNT-S-YUZU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/knit_avant_yuzu_bfd803b8-941b-4d9d-be06-6c9f4ee03132.jpg?v=1749655075,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-knit-copie,,,,,,,,,M,,,,,,,,KNT-M-YUZU,980.0,shopify,0,deny,manual,89.99,,true,true,,,,,KNT-M-YUZU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3928.jpg?v=1751902877,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-knit-copie,,,,,,,,,L,,,,,,,,KNT-L-YUZU,1030.0,shopify,0,deny,manual,89.99,,true,true,,,,,KNT-L-YUZU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3941.jpg?v=1751902877,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-knit-copie,,,,,,,,,XL,,,,,,,,KNT-XL-YUZU,1080.0,shopify,0,deny,manual,89.99,,true,true,,,,,KNT-XL-YUZU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3939.jpg?v=1751902877,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-knit-copie,Lavender Knit,"<ul>
<li>
<p class=""p1"">Colors: lavender, white</p>
</li>
<li>
<p class=""p1"">100% cotton</p>
</li>
<li>
<p class=""p1"">Front logo embroidered</p>
</li>
<li>
<p class=""p1"">Back logo embroidered with chenille detailing</p>
</li>
<li>
<p class=""p1"">Fitted collar</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > Sweaters,"",DROPSOON,true,Size,XS,,,,,,,,,850.0,shopify,0,deny,manual,89.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/knit_arriere_lavander.jpg?v=1749653775,1,"",false,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
flamingo-knit-copie,,,,,,,,,S,,,,,,,,,940.0,shopify,0,deny,manual,89.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/knit_avant_lavander.jpg?v=1749653775,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-knit-copie,,,,,,,,,M,,,,,,,,,980.0,shopify,0,deny,manual,89.99,,true,true,,,,,'978020137962,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3909.jpg?v=1751902965,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-knit-copie,,,,,,,,,L,,,,,,,,,1030.0,shopify,0,deny,manual,89.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3924.jpg?v=1751902965,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-knit-copie,,,,,,,,,XL,,,,,,,,,1080.0,shopify,0,deny,manual,89.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3947.jpg?v=1751902965,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort-1,Polar Link Jort,"<ul>
<li>
<p class=""p1"">Faded blue-white denim</p>
</li>
<li>
<p class=""p1"">100% cotton (non-stretch)</p>
</li>
<li>
<p class=""p1"">Woven denim fabric</p>
</li>
<li>
<p class=""p1"">3D embroidered white logo on back left pocket</p>
</li>
<li>
<p>Topstitching of the logo on the sides of legs</p>
</li>
<li>
<p class=""p1"">Custom jacron patch</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
<li>Shipped within 1 week</li>
</ul>",Noclout,Uncategorized,"",DROPSOON,true,Size,XS,,,,,,,,JRT-XS-PLR,730.0,shopify,5,deny,manual,69.99,,true,true,,,,,JRT-XS-PLR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/PLJ_988404bf-3f07-4311-92b0-bcf6a13206bc.jpg?v=1748014173,1,"",false,,,,,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,kg,,,active
polar-link-jort-1,,,,,,,,,S,,,,,,,,JRT-S-PLR,760.0,shopify,0,deny,manual,69.99,,true,true,,,,,JRT-S-PLR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/PLJ-Back_c944a5b3-ad59-4fcc-9c23-3d78f82045d6.jpg?v=1748014173,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort-1,,,,,,,,,M,,,,,,,,JRT-M-PLR,790.0,shopify,0,deny,manual,69.99,,true,true,,,,,JRT-M-PLR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2086_f4fc3384-0d06-4702-82f5-1a960ad92960.jpg?v=1748014173,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort-1,,,,,,,,,L,,,,,,,,JRT-L-PLR,820.0,shopify,0,deny,manual,69.99,,true,true,,,,,JRT-L-PLR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2089_c99ec2f5-72d3-4c47-9c1e-41ea3a808d7a.jpg?v=1748014173,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort-1,,,,,,,,,XL,,,,,,,,JRT-XL-PLR,850.0,shopify,5,deny,manual,69.99,,true,true,,,,,JRT-XL-PLR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2093_a1c589a2-4f45-4bb7-a140-6761751ea785.jpg?v=1748014173,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2528_cf7d23e4-41aa-45cb-bd74-64cc0d1d4366.jpg?v=1748014173,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polar-link-jort-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2529_b82fb47e-525e-4b38-86f8-985dbb4cc3ae.jpg?v=1748014173,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polar-link-jort-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2539_46627e68-bd5a-43e7-a9b1-ad23e9af6f58.jpg?v=1748014173,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polar-link-jort,Darker Link Jort,"<ul>
<li>
<p class=""p1"">Faded black denim</p>
</li>
<li>
<p class=""p1"">100% cotton (non-stretch)</p>
</li>
<li>
<p class=""p1"">Woven denim fabric</p>
</li>
<li>
<p class=""p1"">3D embroidered white logo on back left pocket</p>
</li>
<li>
<p>Topstitching of the logo on the sides of legs</p>
</li>
<li>
<p class=""p1"">Custom jacron patch</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
<li>
<p class=""p1"">Shipped within 1 week<meta charset=""utf-8""></p>
</li>
</ul>",Noclout,Uncategorized,"",DROPSOON,true,Size,XS,,,,,,,,JRT-XS-DRK,730.0,shopify,3,deny,manual,69.99,,true,true,,,,,JRT-XS-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/DLJ_e5631dbf-3f89-4e21-aaf5-ad57d131995f.jpg?v=1748014189,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
polar-link-jort,,,,,,,,,S,,,,,,,,JRT-S-DRK,760.0,shopify,0,deny,manual,69.99,,true,true,,,,,JRT-S-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/DLJ-Back_67727c71-1f02-46c4-a7d7-db70cd1e3419.jpg?v=1748014189,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort,,,,,,,,,M,,,,,,,,JRT-M-DRK,790.0,shopify,0,deny,manual,69.99,,true,true,,,,,JRT-M-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2063-Black.jpg?v=1748014189,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort,,,,,,,,,L,,,,,,,,JRT-L-DRK,820.0,shopify,0,deny,manual,69.99,,true,true,,,,,JRT-L-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2068-Black.jpg?v=1748014189,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort,,,,,,,,,XL,,,,,,,,JRT-XL-DRK,850.0,shopify,3,deny,manual,69.99,,true,true,,,,,JRT-XL-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/270-Black.jpg?v=1748014189,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
polar-link-jort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2423_b48579ec-39dc-4f37-9a19-ea32e90e15de.jpg?v=1748014189,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polar-link-jort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2425_eb66c384-bf1b-4476-aec3-f319b307feac.jpg?v=1748014189,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polar-link-jort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2454_f0a57520-c4c8-479d-bbc5-12baaffe8f9a.jpg?v=1748014189,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darker-windbreaker,Darker Windbreaker,"<ul>
<li>
<p class=""p1"">Colors : black, white<br></p>
</li>
<li>
<p class=""p1"">100% Polyester <br></p>
</li>
<li>
<p class=""p1""> 3D embroidered front logo </p>
</li>
<li>
<p>Adjustment with drawstrings at the hood and waist</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3<meta charset=""utf-8""><br></p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Taille,xs,product.metafields.shopify.size,,,,,,,WDB-XS-DRK,500.0,shopify,7,deny,manual,98.99,,true,true,,,,,WDB-XS-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2018.jpg?v=1771412389,1,"",false,,,212,,,,,,,,,,,,,,TRUE,,'5,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,active
darker-windbreaker,,,,,,,,,s,,,,,,,,WDB-S-DRK,500.0,shopify,13,deny,manual,98.99,,true,true,,,,,WDB-S-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/RJ-B-Front.jpg?v=1771412389,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-windbreaker,,,,,,,,,m,,,,,,,,WDB-M-DRK,500.0,shopify,17,deny,manual,98.99,,true,true,,,,,WDB-M-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/RJ-B-Back-V2.jpg?v=1771412389,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-windbreaker,,,,,,,,,l,,,,,,,,WDB-L-DRK,500.0,shopify,0,deny,manual,98.99,,true,true,,,,,WDB-L-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2022.jpg?v=1771412389,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-windbreaker,,,,,,,,,xl,,,,,,,,WDB-XL-DRK,500.0,shopify,5,deny,manual,98.99,,true,true,,,,,WDB-XL-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2027.jpg?v=1747763484,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2497_b92646ea-5d2d-48e5-ba51-b52672e9adfc.jpg?v=1747764015,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darker-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2502_c780c759-907f-4914-a9c4-b2ef0f230d6d.jpg?v=1747764015,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darker-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2505_7a53f4c2-11ab-4ed4-8d61-28ef8283a064.jpg?v=1747764015,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloody-windbreaker,Bloody Windbreaker,"<ul>
<li>
<p class=""p1"">Colors : white, red<br></p>
</li>
<li>
<p class=""p1"">100% Polyester<br></p>
</li>
<li>
<p class=""p1""> 3D embroidered front logo </p>
</li>
<li>
<p>Adjustment with drawstrings at the hood and waist</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3<meta charset=""utf-8""><br></p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Taille,xs,product.metafields.shopify.size,,,,,,,WDB-XS-BLDY,500.0,shopify,0,deny,manual,94.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/RJ-W-Front-V4.jpg?v=1747388629,1,"",false,,,212,,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,active
bloody-windbreaker,,,,,,,,,s,,,,,,,,WDB-S-BLDY,500.0,shopify,0,deny,manual,94.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/RJ-W-Back.jpg?v=1747388629,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
bloody-windbreaker,,,,,,,,,m,,,,,,,,WDB-M-BLDY,500.0,shopify,0,deny,manual,94.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2130_64bb5365-6a2a-4598-b8c6-81cf2ef709aa.jpg?v=1747763648,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
bloody-windbreaker,,,,,,,,,l,,,,,,,,WDB-L-BLDY,500.0,shopify,0,deny,manual,94.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2132_e2a59824-cc03-43c2-99ab-69ad807fd43c.jpg?v=1747763648,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
bloody-windbreaker,,,,,,,,,xl,,,,,,,,WDB-XL-BLDY,500.0,shopify,0,deny,manual,94.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2140_e157e048-902b-465f-8b91-c4432e5d3215.jpg?v=1747763648,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
bloody-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2600_e164874f-dad7-4772-b473-be4c2b712fec.jpg?v=1747763648,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloody-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2603_05c6a71b-172c-40a6-90e8-432ff7241742.jpg?v=1747763648,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloody-windbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2604_e1719e5c-fe74-41dd-bcaf-133300d2711d.jpg?v=1747763648,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuzu-link-jort,Yuzu Link Jort,"<ul>
<li>
<p class=""p1"">Faded blue-yellow denim</p>
</li>
<li>
<p class=""p1"">100% cotton (non-stretch)</p>
</li>
<li>
<p class=""p1"">Woven denim fabric</p>
</li>
<li>
<p class=""p1"">Topstitched yellow logo on back left pocket</p>
</li>
<li>
<p>Topstitching of the logo on the sides of legs</p>
</li>
<li>
<p class=""p1"">Custom jacron patch</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
<li>
<meta charset=""utf-8"">Shipped within 1 week</li>
</ul>",Noclout,Uncategorized,"",DROPSOON,true,Size,XS,,,,,,,,JNS-XS-YWF,730.0,shopify,1,deny,manual,69.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/YLJ_825a4480-0e28-4371-890d-8a5a7ba13c78.jpg?v=1748014207,1,"",false,,,,,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,kg,,,active
yuzu-link-jort,,,,,,,,,S,,,,,,,,JNS-S-YWF,760.0,shopify,0,deny,manual,69.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/YLJ-Back_ccaceb8f-1e56-4ab5-af9a-bdef43dddec7.jpg?v=1748014207,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
yuzu-link-jort,,,,,,,,,M,,,,,,,,JNS-M-YWF,790.0,shopify,0,deny,manual,69.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2150_9f912ca8-00a9-44ab-ad80-318adeac535a.jpg?v=1748014207,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
yuzu-link-jort,,,,,,,,,L,,,,,,,,JNS-L-YWF,820.0,shopify,0,deny,manual,69.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2156_39ebe5f6-9044-46c5-b826-38dfb60bbfa0.jpg?v=1748014207,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
yuzu-link-jort,,,,,,,,,XL,,,,,,,,JNS-XL-YWF,850.0,shopify,0,deny,manual,69.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2158_a14f7edf-393a-47a6-9a19-93a8e18418d0.jpg?v=1748014207,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
yuzu-link-jort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2620_1221ef6d-f60a-4ac8-9089-ff238e4470df.jpg?v=1748014207,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuzu-link-jort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2624_d66811b3-24bb-4495-8e52-da01e2e10dfc.jpg?v=1748014207,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuzu-link-jort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2627_fa93a592-6ffa-4592-bda8-a41655b8d5a3.jpg?v=1748014207,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-link-sleeves,Dark Link Sleeves,"<ul>
<li class=""p1"">Colors : black, white</li>
<li class=""p1"">300 GSM</li>
<li class=""p1"">100% cotton</li>
<li class=""p1"">Front logo embroidered</li>
<li class=""p1"">Waffle on sleeves<span class=""Apple-converted-space""> </span>
</li>
<li class=""p1"">Topstitching of the logo along the waffle sleeve</li>
<li class=""p1"">Every order includes exclusive goodies &lt;3</li>
<li class=""p1"">
<meta charset=""utf-8"">Shipped within 1 week</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Taille,xs,product.metafields.shopify.size,,,,,,,SLV-XS-DRK,560.0,shopify,8,deny,manual,53.99,,true,true,,,,,SLV-XS-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/LS-1.jpg?v=1747324183,1,"",false,,,212,,,,,,,,,,,,,,,,'2,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,active
dark-link-sleeves,,,,,,,,,s,,,,,,,,SLV-S-DRK,570.0,shopify,0,deny,manual,53.99,,true,true,,,,,SLV-S-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/LS-1-Back.jpg?v=1747324183,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-link-sleeves,,,,,,,,,m,,,,,,,,SLV-M-DRK,590.0,shopify,0,deny,manual,53.99,,true,true,,,,,SLV-M-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1971_a91dde37-7064-4387-aae4-5b02d8c9bb6a.jpg?v=1771430252,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-link-sleeves,,,,,,,,,l,,,,,,,,SLV-L-DRK,610.0,shopify,0,deny,manual,53.99,,true,true,,,,,SLV-L-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1975_36324565-d561-4889-adfb-9754b78c31d1.jpg?v=1747849103,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-link-sleeves,,,,,,,,,xl,,,,,,,,SLV-XL-DRK,620.0,shopify,0,deny,manual,53.99,,true,true,,,,,SLV-XL-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1984_66ef4849-ba16-464c-b88b-89896c5589d5.jpg?v=1747849103,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-link-sleeves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2883_7e502ba2-7a76-423d-a99d-561b83a9006a.jpg?v=1747849103,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-link-sleeves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2884_bdba5a65-0cbd-4a17-8e8d-25a8e57a7767.jpg?v=1751545439,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-link-sleeves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2889_b9350bf0-838b-40b2-af1a-87e67c964436.jpg?v=1751545439,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
